,pid,age,hh_income,sex,employment,day,hh_zone,access_egress_distance,vehicles
46732,nts202301433005,61-68,22316-32118,female,pt-employed,sunday,urban,>15.8,1
46733,nts202301433006,61-68,22316-32118,female,pt-employed,monday,urban,>15.8,1
46734,nts202301433101,32-40,22316-32118,female,pt-employed,wednesday,urban,>15.8,1
46735,nts202301433201,54-61,32118-44107,female,ft-employed,tuesday,urban,9.15862-15.8,2
46736,nts202301433202,54-61,32118-44107,female,ft-employed,wednesday,urban,9.15862-15.8,2
46737,nts202301433203,54-61,32118-44107,female,ft-employed,thursday,urban,9.15862-15.8,2
46738,nts202301433204,54-61,32118-44107,female,ft-employed,friday,urban,9.15862-15.8,2
46739,nts202301433205,54-61,32118-44107,female,ft-employed,saturday,urban,9.15862-15.8,2
46740,nts202301433206,54-61,32118-44107,female,ft-employed,sunday,urban,9.15862-15.8,2
46741,nts202301433301,10-21,32118-44107,female,ft-employed,tuesday,urban,9.15862-15.8,2
46742,nts202301433302,10-21,32118-44107,female,ft-employed,wednesday,urban,9.15862-15.8,2
46743,nts202301433303,10-21,32118-44107,female,ft-employed,thursday,urban,9.15862-15.8,2
46744,nts202301433306,10-21,32118-44107,female,ft-employed,sunday,urban,9.15862-15.8,2
46745,nts202301433401,54-61,22316-32118,female,retired,saturday,urban,3.376-5.8,1
46746,nts202301433402,54-61,22316-32118,female,retired,sunday,urban,3.376-5.8,1
46747,nts202301433403,54-61,22316-32118,female,retired,monday,urban,3.376-5.8,1
46748,nts202301433501,61-68,22316-32118,male,ft-employed,saturday,urban,9.15862-15.8,1
46749,nts202301433502,61-68,22316-32118,male,ft-employed,sunday,urban,9.15862-15.8,1
46750,nts202301433503,61-68,22316-32118,male,ft-employed,monday,urban,9.15862-15.8,1
46751,nts202301433504,61-68,22316-32118,male,ft-employed,tuesday,urban,9.15862-15.8,1
46752,nts202301433505,61-68,22316-32118,male,ft-employed,wednesday,urban,9.15862-15.8,1
46753,nts202301433601,>75,32118-44107,male,retired,wednesday,rural,3.376-5.8,1
46754,nts202301433602,>75,32118-44107,male,retired,thursday,rural,3.376-5.8,1
46755,nts202301433603,>75,32118-44107,male,retired,friday,rural,3.376-5.8,1
46756,nts202301433604,>75,32118-44107,male,retired,saturday,rural,3.376-5.8,1
46757,nts202301433701,40-48,44107-68887,female,pt-employed,sunday,urban,3.376-5.8,3
46758,nts202301433702,40-48,44107-68887,female,pt-employed,monday,urban,3.376-5.8,3
46759,nts202301433703,40-48,44107-68887,female,pt-employed,tuesday,urban,3.376-5.8,3
46760,nts202301433704,40-48,44107-68887,female,pt-employed,wednesday,urban,3.376-5.8,3
46761,nts202301433705,40-48,44107-68887,female,pt-employed,thursday,urban,3.376-5.8,3
46762,nts202301433706,40-48,44107-68887,female,pt-employed,friday,urban,3.376-5.8,3
46763,nts202301433707,40-48,44107-68887,female,pt-employed,saturday,urban,3.376-5.8,3
46764,nts202301433801,48-54,44107-68887,male,ft-employed,sunday,urban,5.8-9.15862,3
46765,nts202301433802,48-54,44107-68887,male,ft-employed,monday,urban,5.8-9.15862,3
46766,nts202301433803,48-54,44107-68887,male,ft-employed,tuesday,urban,5.8-9.15862,3
46767,nts202301433804,48-54,44107-68887,male,ft-employed,wednesday,urban,5.8-9.15862,3
46768,nts202301433805,48-54,44107-68887,male,ft-employed,thursday,urban,5.8-9.15862,3
46769,nts202301433806,48-54,44107-68887,male,ft-employed,friday,urban,5.8-9.15862,3
46770,nts202301433807,48-54,44107-68887,male,ft-employed,saturday,urban,5.8-9.15862,3
46771,nts202301433901,10-21,44107-68887,male,ft-employed,sunday,urban,5.8-9.15862,3
46772,nts202301433902,10-21,44107-68887,male,ft-employed,monday,urban,5.8-9.15862,3
46773,nts202301433903,10-21,44107-68887,male,ft-employed,tuesday,urban,5.8-9.15862,3
46774,nts202301433904,10-21,44107-68887,male,ft-employed,wednesday,urban,5.8-9.15862,3
46775,nts202301433905,10-21,44107-68887,male,ft-employed,thursday,urban,5.8-9.15862,3
46776,nts202301433906,10-21,44107-68887,male,ft-employed,friday,urban,5.8-9.15862,3
46777,nts202301433907,10-21,44107-68887,male,ft-employed,saturday,urban,5.8-9.15862,3
46778,nts202301434001,10-21,44107-68887,male,pt-employed,sunday,urban,3.376-5.8,3
46779,nts202301434002,10-21,44107-68887,male,pt-employed,monday,urban,3.376-5.8,3
46780,nts202301434003,10-21,44107-68887,male,pt-employed,tuesday,urban,3.376-5.8,3
46781,nts202301434004,10-21,44107-68887,male,pt-employed,wednesday,urban,3.376-5.8,3
46782,nts202301434005,10-21,44107-68887,male,pt-employed,thursday,urban,3.376-5.8,3
46783,nts202301434101,10-21,44107-68887,female,pt-employed,sunday,urban,3.376-5.8,3
46784,nts202301434102,10-21,44107-68887,female,pt-employed,monday,urban,3.376-5.8,3
46785,nts202301434103,10-21,44107-68887,female,pt-employed,tuesday,urban,3.376-5.8,3
46786,nts202301434104,10-21,44107-68887,female,pt-employed,wednesday,urban,3.376-5.8,3
46787,nts202301434105,10-21,44107-68887,female,pt-employed,thursday,urban,3.376-5.8,3
46788,nts202301434106,10-21,44107-68887,female,pt-employed,friday,urban,3.376-5.8,3
46789,nts202301434201,61-68,32118-44107,female,retired,saturday,urban,3.376-5.8,0
46790,nts202301434202,61-68,32118-44107,female,retired,sunday,urban,3.376-5.8,0
46791,nts202301434203,61-68,32118-44107,female,retired,monday,urban,3.376-5.8,0
46792,nts202301434204,61-68,32118-44107,female,retired,tuesday,urban,3.376-5.8,0
46793,nts202301434205,61-68,32118-44107,female,retired,wednesday,urban,3.376-5.8,0
46794,nts202301434206,61-68,32118-44107,female,retired,thursday,urban,3.376-5.8,0
46795,nts202301434207,61-68,32118-44107,female,retired,friday,urban,3.376-5.8,0
46796,nts202301434301,61-68,≤22316,female,retired,friday,urban,5.8-9.15862,0
46797,nts202301434302,61-68,≤22316,female,retired,saturday,urban,5.8-9.15862,0
46798,nts202301434401,68-75,22316-32118,female,retired,tuesday,suburban,≤3.376,1
46799,nts202301434403,68-75,22316-32118,female,retired,thursday,suburban,≤3.376,1
46800,nts202301434404,68-75,22316-32118,female,retired,friday,suburban,≤3.376,1
46801,nts202301434405,68-75,22316-32118,female,retired,saturday,suburban,≤3.376,1
46802,nts202301434406,68-75,22316-32118,female,retired,sunday,suburban,≤3.376,1
46803,nts202301434501,40-48,>68887,male,ft-employed,sunday,suburban,9.15862-15.8,2
46804,nts202301434502,40-48,>68887,male,ft-employed,monday,suburban,9.15862-15.8,2
46805,nts202301434503,40-48,>68887,male,ft-employed,tuesday,suburban,9.15862-15.8,2
46806,nts202301434504,40-48,>68887,male,ft-employed,wednesday,suburban,9.15862-15.8,2
46807,nts202301434505,40-48,>68887,male,ft-employed,thursday,suburban,9.15862-15.8,2
46808,nts202301434506,40-48,>68887,male,ft-employed,friday,suburban,9.15862-15.8,2
46809,nts202301434507,40-48,>68887,male,ft-employed,saturday,suburban,9.15862-15.8,2
46810,nts202301434601,32-40,>68887,female,ft-employed,sunday,suburban,9.15862-15.8,2
46811,nts202301434602,32-40,>68887,female,ft-employed,monday,suburban,9.15862-15.8,2
46812,nts202301434603,32-40,>68887,female,ft-employed,tuesday,suburban,9.15862-15.8,2
46813,nts202301434605,32-40,>68887,female,ft-employed,thursday,suburban,9.15862-15.8,2
46814,nts202301434606,32-40,>68887,female,ft-employed,friday,suburban,9.15862-15.8,2
46815,nts202301434607,32-40,>68887,female,ft-employed,saturday,suburban,9.15862-15.8,2
46816,nts202301434701,40-48,>68887,male,ft-employed,sunday,suburban,≤3.376,2
46817,nts202301434801,40-48,44107-68887,female,ft-employed,wednesday,suburban,>15.8,1
46818,nts202301434802,40-48,44107-68887,female,ft-employed,thursday,suburban,>15.8,1
46819,nts202301434805,40-48,44107-68887,female,ft-employed,sunday,suburban,>15.8,1
46820,nts202301434806,40-48,44107-68887,female,ft-employed,monday,suburban,>15.8,1
46821,nts202301434902,32-40,44107-68887,male,ft-employed,thursday,suburban,>15.8,1
46822,nts202301434903,32-40,44107-68887,male,ft-employed,friday,suburban,>15.8,1
46823,nts202301434906,32-40,44107-68887,male,ft-employed,monday,suburban,>15.8,1
46824,nts202301435001,10-21,44107-68887,female,unknown,wednesday,suburban,>15.8,1
46825,nts202301435002,10-21,44107-68887,female,unknown,thursday,suburban,>15.8,1
46826,nts202301435003,10-21,44107-68887,female,unknown,friday,suburban,>15.8,1
46827,nts202301435006,10-21,44107-68887,female,unknown,monday,suburban,>15.8,1
46828,nts202301435007,10-21,44107-68887,female,unknown,tuesday,suburban,>15.8,1
46829,nts202301435101,68-75,>68887,male,retired,tuesday,suburban,3.376-5.8,1
46830,nts202301435102,68-75,>68887,male,retired,wednesday,suburban,3.376-5.8,1
46831,nts202301435103,68-75,>68887,male,retired,thursday,suburban,3.376-5.8,1
46832,nts202301435104,68-75,>68887,male,retired,friday,suburban,3.376-5.8,1
46833,nts202301435105,68-75,>68887,male,retired,saturday,suburban,3.376-5.8,1
46834,nts202301435106,68-75,>68887,male,retired,sunday,suburban,3.376-5.8,1
46835,nts202301435201,48-54,≤22316,female,pt-employed,wednesday,suburban,3.376-5.8,3
46836,nts202301435202,48-54,≤22316,female,pt-employed,thursday,suburban,3.376-5.8,3
46837,nts202301435203,48-54,≤22316,female,pt-employed,friday,suburban,3.376-5.8,3
46838,nts202301435204,48-54,≤22316,female,pt-employed,saturday,suburban,3.376-5.8,3
46839,nts202301435205,48-54,≤22316,female,pt-employed,sunday,suburban,3.376-5.8,3
46840,nts202301435206,48-54,≤22316,female,pt-employed,monday,suburban,3.376-5.8,3
46841,nts202301435301,48-54,≤22316,male,ft-employed,wednesday,suburban,3.376-5.8,3
46842,nts202301436501,68-75,32118-44107,male,retired,sunday,suburban,5.8-9.15862,1
46843,nts202301436502,68-75,32118-44107,male,retired,monday,suburban,5.8-9.15862,1
46844,nts202301436503,68-75,32118-44107,male,retired,tuesday,suburban,5.8-9.15862,1
46845,nts202301436504,68-75,32118-44107,male,retired,wednesday,suburban,5.8-9.15862,1
46846,nts202301436601,68-75,32118-44107,female,retired,sunday,suburban,3.376-5.8,1
46847,nts202301436602,68-75,32118-44107,female,retired,monday,suburban,3.376-5.8,1
46848,nts202301436603,68-75,32118-44107,female,retired,tuesday,suburban,3.376-5.8,1
46849,nts202301436604,68-75,32118-44107,female,retired,wednesday,suburban,3.376-5.8,1
46850,nts202301436605,68-75,32118-44107,female,retired,thursday,suburban,3.376-5.8,1
46851,nts202301436606,68-75,32118-44107,female,retired,friday,suburban,3.376-5.8,1
46852,nts202301437001,68-75,44107-68887,female,retired,thursday,suburban,3.376-5.8,0
46853,nts202301437002,68-75,44107-68887,female,retired,friday,suburban,3.376-5.8,0
46854,nts202301437003,68-75,44107-68887,female,retired,saturday,suburban,3.376-5.8,0
46855,nts202301437101,68-75,22316-32118,female,retired,tuesday,suburban,9.15862-15.8,1
46856,nts202301437102,68-75,22316-32118,female,retired,wednesday,suburban,9.15862-15.8,1
46857,nts202301437201,68-75,22316-32118,male,retired,tuesday,suburban,>15.8,1
46858,nts202301437202,68-75,22316-32118,male,retired,wednesday,suburban,>15.8,1
46859,nts202301437301,68-75,≤22316,female,retired,wednesday,suburban,≤3.376,0
46860,nts202301437302,68-75,≤22316,female,retired,thursday,suburban,≤3.376,0
46861,nts202301437303,68-75,≤22316,female,retired,friday,suburban,≤3.376,0
46862,nts202301437401,61-68,>68887,male,ft-employed,thursday,suburban,3.376-5.8,0
46863,nts202301437402,61-68,>68887,male,ft-employed,friday,suburban,3.376-5.8,0
46864,nts202301437403,61-68,>68887,male,ft-employed,saturday,suburban,3.376-5.8,0
46865,nts202301437404,61-68,>68887,male,ft-employed,sunday,suburban,3.376-5.8,0
46866,nts202301437405,61-68,>68887,male,ft-employed,monday,suburban,3.376-5.8,0
46867,nts202301437406,61-68,>68887,male,ft-employed,tuesday,suburban,3.376-5.8,0
46868,nts202301437501,61-68,22316-32118,male,retired,monday,suburban,≤3.376,1
46869,nts202301437502,61-68,22316-32118,male,retired,tuesday,suburban,≤3.376,1
46870,nts202301437601,32-40,>68887,male,ft-employed,monday,suburban,3.376-5.8,0
46871,nts202301437602,32-40,>68887,male,ft-employed,tuesday,suburban,3.376-5.8,0
46872,nts202301437603,32-40,>68887,male,ft-employed,wednesday,suburban,3.376-5.8,0
46873,nts202301437604,32-40,>68887,male,ft-employed,thursday,suburban,3.376-5.8,0
46874,nts202301437606,32-40,>68887,male,ft-employed,saturday,suburban,3.376-5.8,0
46875,nts202301437607,32-40,>68887,male,ft-employed,sunday,suburban,3.376-5.8,0
46876,nts202301437701,40-48,>68887,female,ft-employed,monday,suburban,5.8-9.15862,0
46877,nts202301437702,40-48,>68887,female,ft-employed,tuesday,suburban,5.8-9.15862,0
46878,nts202301437703,40-48,>68887,female,ft-employed,wednesday,suburban,5.8-9.15862,0
46879,nts202301437704,40-48,>68887,female,ft-employed,thursday,suburban,5.8-9.15862,0
46880,nts202301437705,40-48,>68887,female,ft-employed,friday,suburban,5.8-9.15862,0
46881,nts202301437706,40-48,>68887,female,ft-employed,saturday,suburban,5.8-9.15862,0
46882,nts202301437801,≤10,>68887,male,unknown,monday,suburban,5.8-9.15862,0
46883,nts202301437802,≤10,>68887,male,unknown,tuesday,suburban,5.8-9.15862,0
46884,nts202301437803,≤10,>68887,male,unknown,wednesday,suburban,5.8-9.15862,0
46885,nts202301437804,≤10,>68887,male,unknown,thursday,suburban,5.8-9.15862,0
46886,nts202301437805,≤10,>68887,male,unknown,friday,suburban,5.8-9.15862,0
46887,nts202301437806,≤10,>68887,male,unknown,saturday,suburban,5.8-9.15862,0
46888,nts202301437807,≤10,>68887,male,unknown,sunday,suburban,5.8-9.15862,0
46889,nts202301437901,21-32,44107-68887,female,ft-employed,thursday,suburban,≤3.376,0
46890,nts202301438001,21-32,44107-68887,female,ft-employed,thursday,suburban,unknown,0
46891,nts202301438004,21-32,44107-68887,female,ft-employed,sunday,suburban,unknown,0
46892,nts202301438005,21-32,44107-68887,female,ft-employed,monday,suburban,unknown,0
46893,nts202301438006,21-32,44107-68887,female,ft-employed,tuesday,suburban,unknown,0
46894,nts202301438201,61-68,44107-68887,female,retired,wednesday,suburban,≤3.376,0
46895,nts202301438202,61-68,44107-68887,female,retired,thursday,suburban,≤3.376,0
46896,nts202301438205,61-68,44107-68887,female,retired,sunday,suburban,≤3.376,0
46897,nts202301438206,61-68,44107-68887,female,retired,monday,suburban,≤3.376,0
46898,nts202301438301,32-40,>68887,female,ft-employed,sunday,suburban,≤3.376,0
46899,nts202301438302,32-40,>68887,female,ft-employed,monday,suburban,≤3.376,0
46900,nts202301438303,32-40,>68887,female,ft-employed,tuesday,suburban,≤3.376,0
46901,nts202301438401,32-40,>68887,female,ft-employed,sunday,suburban,≤3.376,0
46902,nts202301438402,32-40,>68887,female,ft-employed,monday,suburban,≤3.376,0
46903,nts202301438403,32-40,>68887,female,ft-employed,tuesday,suburban,≤3.376,0
46904,nts202301438501,32-40,>68887,female,ft-employed,sunday,suburban,3.376-5.8,0
46905,nts202301438502,32-40,>68887,female,ft-employed,monday,suburban,3.376-5.8,0
46906,nts202301438505,32-40,>68887,female,ft-employed,thursday,suburban,3.376-5.8,0
46907,nts202301438601,10-21,≤22316,male,student,friday,suburban,unknown,0
46908,nts202301438602,10-21,≤22316,male,student,saturday,suburban,unknown,0
46909,nts202301438603,10-21,≤22316,male,student,sunday,suburban,unknown,0
46910,nts202301438604,10-21,≤22316,male,student,monday,suburban,unknown,0
46911,nts202301438701,10-21,≤22316,male,unknown,friday,suburban,unknown,0
46912,nts202301438702,10-21,≤22316,male,unknown,saturday,suburban,unknown,0
46913,nts202301438703,10-21,≤22316,male,unknown,sunday,suburban,unknown,0
46914,nts202301438704,10-21,≤22316,male,unknown,monday,suburban,unknown,0
46915,nts202301438705,10-21,≤22316,male,unknown,tuesday,suburban,unknown,0
46916,nts202301438801,21-32,≤22316,male,student,friday,suburban,≤3.376,0
46917,nts202301438802,21-32,≤22316,male,student,saturday,suburban,≤3.376,0
46918,nts202301438803,21-32,≤22316,male,student,sunday,suburban,≤3.376,0
46919,nts202301438804,21-32,≤22316,male,student,monday,suburban,≤3.376,0
46920,nts202301438805,21-32,≤22316,male,student,tuesday,suburban,≤3.376,0
46921,nts202301438901,10-21,≤22316,female,unknown,friday,suburban,unknown,0
46922,nts202301438902,10-21,≤22316,female,unknown,saturday,suburban,unknown,0
46923,nts202301438903,10-21,≤22316,female,unknown,sunday,suburban,unknown,0
46924,nts202301438904,10-21,≤22316,female,unknown,monday,suburban,unknown,0
46925,nts202301438905,10-21,≤22316,female,unknown,tuesday,suburban,unknown,0
46926,nts202301439101,48-54,≤22316,male,pt-employed,friday,suburban,≤3.376,0
46927,nts202301439201,68-75,22316-32118,female,retired,sunday,suburban,unknown,1
46928,nts202301439202,68-75,22316-32118,female,retired,monday,suburban,unknown,1
46929,nts202301439301,68-75,22316-32118,male,retired,sunday,suburban,unknown,1
46930,nts202301439401,40-48,>68887,male,ft-employed,wednesday,suburban,5.8-9.15862,0
46931,nts202301439402,40-48,>68887,male,ft-employed,thursday,suburban,5.8-9.15862,0
46932,nts202301439403,40-48,>68887,male,ft-employed,friday,suburban,5.8-9.15862,0
46933,nts202301439404,40-48,>68887,male,ft-employed,saturday,suburban,5.8-9.15862,0
46934,nts202301439405,40-48,>68887,male,ft-employed,sunday,suburban,5.8-9.15862,0
46935,nts202301439406,40-48,>68887,male,ft-employed,monday,suburban,5.8-9.15862,0
46936,nts202301439501,32-40,>68887,female,ft-employed,wednesday,suburban,5.8-9.15862,0
46937,nts202301439502,32-40,>68887,female,ft-employed,thursday,suburban,5.8-9.15862,0
46938,nts202301439503,32-40,>68887,female,ft-employed,friday,suburban,5.8-9.15862,0
46939,nts202301439504,32-40,>68887,female,ft-employed,saturday,suburban,5.8-9.15862,0
46940,nts202301439505,32-40,>68887,female,ft-employed,sunday,suburban,5.8-9.15862,0
46941,nts202301439506,32-40,>68887,female,ft-employed,monday,suburban,5.8-9.15862,0
46942,nts202301439601,32-40,44107-68887,male,ft-employed,tuesday,urban,9.15862-15.8,1
46943,nts202301439602,32-40,44107-68887,male,ft-employed,wednesday,urban,9.15862-15.8,1
46944,nts202301439603,32-40,44107-68887,male,ft-employed,thursday,urban,9.15862-15.8,1
46945,nts202301439604,32-40,44107-68887,male,ft-employed,friday,urban,9.15862-15.8,1
46946,nts202301439605,32-40,44107-68887,male,ft-employed,saturday,urban,9.15862-15.8,1
46947,nts202301439606,32-40,44107-68887,male,ft-employed,sunday,urban,9.15862-15.8,1
46948,nts202301439607,32-40,44107-68887,male,ft-employed,monday,urban,9.15862-15.8,1
46949,nts202301439701,40-48,44107-68887,female,ft-employed,tuesday,urban,>15.8,1
46950,nts202301439702,40-48,44107-68887,female,ft-employed,wednesday,urban,>15.8,1
46951,nts202301439801,54-61,22316-32118,female,other,friday,urban,3.376-5.8,1
46952,nts202301439802,54-61,22316-32118,female,other,saturday,urban,3.376-5.8,1
46953,nts202301439803,54-61,22316-32118,female,other,sunday,urban,3.376-5.8,1
46954,nts202301439804,54-61,22316-32118,female,other,monday,urban,3.376-5.8,1
46955,nts202301440301,40-48,44107-68887,male,ft-employed,wednesday,urban,≤3.376,2
46956,nts202301440302,40-48,44107-68887,male,ft-employed,thursday,urban,≤3.376,2
46957,nts202301440303,40-48,44107-68887,male,ft-employed,friday,urban,≤3.376,2
46958,nts202301440401,40-48,44107-68887,female,ft-employed,wednesday,urban,≤3.376,2
46959,nts202301440402,40-48,44107-68887,female,ft-employed,thursday,urban,≤3.376,2
46960,nts202301440501,10-21,44107-68887,female,unknown,wednesday,urban,≤3.376,2
46961,nts202301440502,10-21,44107-68887,female,unknown,thursday,urban,≤3.376,2
46962,nts202301440503,10-21,44107-68887,female,unknown,friday,urban,≤3.376,2
46963,nts202301440504,10-21,44107-68887,female,unknown,saturday,urban,≤3.376,2
46964,nts202301440505,10-21,44107-68887,female,unknown,sunday,urban,≤3.376,2
46965,nts202301440506,10-21,44107-68887,female,unknown,monday,urban,≤3.376,2
46966,nts202301440601,≤10,44107-68887,female,unknown,wednesday,urban,≤3.376,2
46967,nts202301440602,≤10,44107-68887,female,unknown,thursday,urban,≤3.376,2
46968,nts202301440701,54-61,22316-32118,male,ft-employed,friday,urban,>15.8,2
46969,nts202301440702,54-61,22316-32118,male,ft-employed,saturday,urban,>15.8,2
46970,nts202301440703,54-61,22316-32118,male,ft-employed,sunday,urban,>15.8,2
46971,nts202301440704,54-61,22316-32118,male,ft-employed,monday,urban,>15.8,2
46972,nts202301440705,54-61,22316-32118,male,ft-employed,tuesday,urban,>15.8,2
46973,nts202301440801,48-54,22316-32118,female,ft-employed,friday,urban,9.15862-15.8,2
46974,nts202301440802,48-54,22316-32118,female,ft-employed,saturday,urban,9.15862-15.8,2
46975,nts202301440803,48-54,22316-32118,female,ft-employed,sunday,urban,9.15862-15.8,2
46976,nts202301440804,48-54,22316-32118,female,ft-employed,monday,urban,9.15862-15.8,2
46977,nts202301440805,48-54,22316-32118,female,ft-employed,tuesday,urban,9.15862-15.8,2
46978,nts202301441001,40-48,≤22316,male,ft-employed,friday,urban,3.376-5.8,1
46979,nts202301441002,40-48,≤22316,male,ft-employed,saturday,urban,3.376-5.8,1
46980,nts202301441003,40-48,≤22316,male,ft-employed,sunday,urban,3.376-5.8,1
46981,nts202301441004,40-48,≤22316,male,ft-employed,monday,urban,3.376-5.8,1
46982,nts202301441005,40-48,≤22316,male,ft-employed,tuesday,urban,3.376-5.8,1
46983,nts202301441006,40-48,≤22316,male,ft-employed,wednesday,urban,3.376-5.8,1
46984,nts202301441101,10-21,≤22316,male,unknown,friday,urban,5.8-9.15862,1
46985,nts202301441102,10-21,≤22316,male,unknown,saturday,urban,5.8-9.15862,1
46986,nts202301441103,10-21,≤22316,male,unknown,sunday,urban,5.8-9.15862,1
46987,nts202301441104,10-21,≤22316,male,unknown,monday,urban,5.8-9.15862,1
46988,nts202301441105,10-21,≤22316,male,unknown,tuesday,urban,5.8-9.15862,1
46989,nts202301441106,10-21,≤22316,male,unknown,wednesday,urban,5.8-9.15862,1
46990,nts202301441201,≤10,≤22316,male,unknown,friday,urban,3.376-5.8,1
46991,nts202301441202,≤10,≤22316,male,unknown,saturday,urban,3.376-5.8,1
46992,nts202301441203,≤10,≤22316,male,unknown,sunday,urban,3.376-5.8,1
46993,nts202301441204,≤10,≤22316,male,unknown,monday,urban,3.376-5.8,1
46994,nts202301441205,≤10,≤22316,male,unknown,tuesday,urban,3.376-5.8,1
46995,nts202301441206,≤10,≤22316,male,unknown,wednesday,urban,3.376-5.8,1
46996,nts202301441301,48-54,22316-32118,male,ft-employed,tuesday,urban,>15.8,2
46997,nts202301441302,48-54,22316-32118,male,ft-employed,wednesday,urban,>15.8,2
46998,nts202301441303,48-54,22316-32118,male,ft-employed,thursday,urban,>15.8,2
46999,nts202301441304,48-54,22316-32118,male,ft-employed,friday,urban,>15.8,2
47000,nts202301441401,32-40,22316-32118,female,ft-employed,tuesday,urban,>15.8,2
47001,nts202301441402,32-40,22316-32118,female,ft-employed,wednesday,urban,>15.8,2
47002,nts202301441403,32-40,22316-32118,female,ft-employed,thursday,urban,>15.8,2
47003,nts202301441404,32-40,22316-32118,female,ft-employed,friday,urban,>15.8,2
47004,nts202301441405,32-40,22316-32118,female,ft-employed,saturday,urban,>15.8,2
47005,nts202301441406,32-40,22316-32118,female,ft-employed,sunday,urban,>15.8,2
47006,nts202301441407,32-40,22316-32118,female,ft-employed,monday,urban,>15.8,2
47007,nts202301441501,10-21,22316-32118,male,student,tuesday,urban,>15.8,2
47008,nts202301441503,10-21,22316-32118,male,student,thursday,urban,>15.8,2
47009,nts202301441504,10-21,22316-32118,male,student,friday,urban,>15.8,2
47010,nts202301441505,10-21,22316-32118,male,student,saturday,urban,>15.8,2
47011,nts202301441507,10-21,22316-32118,male,student,monday,urban,>15.8,2
47012,nts202301441604,≤10,22316-32118,male,unknown,friday,urban,>15.8,2
47013,nts202301441605,≤10,22316-32118,male,unknown,saturday,urban,>15.8,2
47014,nts202301441701,≤10,22316-32118,male,unknown,tuesday,urban,>15.8,2
47015,nts202301441702,≤10,22316-32118,male,unknown,wednesday,urban,>15.8,2
47016,nts202301441703,≤10,22316-32118,male,unknown,thursday,urban,>15.8,2
47017,nts202301441704,≤10,22316-32118,male,unknown,friday,urban,>15.8,2
47018,nts202301441705,≤10,22316-32118,male,unknown,saturday,urban,>15.8,2
47019,nts202301441706,≤10,22316-32118,male,unknown,sunday,urban,>15.8,2
47020,nts202301441707,≤10,22316-32118,male,unknown,monday,urban,>15.8,2
47021,nts202301441803,40-48,22316-32118,female,ft-employed,wednesday,urban,9.15862-15.8,1
47022,nts202301441806,40-48,22316-32118,female,ft-employed,saturday,urban,9.15862-15.8,1
47023,nts202301441807,40-48,22316-32118,female,ft-employed,sunday,urban,9.15862-15.8,1
47024,nts202301441901,10-21,22316-32118,female,pt-employed,monday,urban,≤3.376,1
47025,nts202301441902,10-21,22316-32118,female,pt-employed,tuesday,urban,≤3.376,1
47026,nts202301441903,10-21,22316-32118,female,pt-employed,wednesday,urban,≤3.376,1
47027,nts202301441904,10-21,22316-32118,female,pt-employed,thursday,urban,≤3.376,1
47028,nts202301441905,10-21,22316-32118,female,pt-employed,friday,urban,≤3.376,1
47029,nts202301442001,>75,44107-68887,male,retired,wednesday,urban,3.376-5.8,1
47030,nts202301442002,>75,44107-68887,male,retired,thursday,urban,3.376-5.8,1
47031,nts202301442003,>75,44107-68887,male,retired,friday,urban,3.376-5.8,1
47032,nts202301442004,>75,44107-68887,male,retired,saturday,urban,3.376-5.8,1
47033,nts202301442101,48-54,>68887,male,ft-employed,saturday,rural,9.15862-15.8,2
47034,nts202301442102,48-54,>68887,male,ft-employed,sunday,rural,9.15862-15.8,2
47035,nts202301442103,48-54,>68887,male,ft-employed,monday,rural,9.15862-15.8,2
47036,nts202301442104,48-54,>68887,male,ft-employed,tuesday,rural,9.15862-15.8,2
47037,nts202301442105,48-54,>68887,male,ft-employed,wednesday,rural,9.15862-15.8,2
47038,nts202301442106,48-54,>68887,male,ft-employed,thursday,rural,9.15862-15.8,2
47039,nts202301442201,48-54,>68887,female,pt-employed,saturday,rural,>15.8,2
47040,nts202301442202,48-54,>68887,female,pt-employed,sunday,rural,>15.8,2
47041,nts202301442203,48-54,>68887,female,pt-employed,monday,rural,>15.8,2
47042,nts202301442301,10-21,>68887,male,student,saturday,rural,9.15862-15.8,2
47043,nts202301442302,10-21,>68887,male,student,sunday,rural,9.15862-15.8,2
47044,nts202301442303,10-21,>68887,male,student,monday,rural,9.15862-15.8,2
47045,nts202301442304,10-21,>68887,male,student,tuesday,rural,9.15862-15.8,2
47046,nts202301442305,10-21,>68887,male,student,wednesday,rural,9.15862-15.8,2
47047,nts202301442306,10-21,>68887,male,student,thursday,rural,9.15862-15.8,2
47048,nts202301442401,32-40,≤22316,female,ft-employed,saturday,urban,unknown,0
47049,nts202301442501,21-32,≤22316,female,other,saturday,urban,unknown,0
47050,nts202301442502,21-32,≤22316,female,other,sunday,urban,unknown,0
47051,nts202301442601,32-40,≤22316,female,ft-employed,saturday,urban,≤3.376,0
47052,nts202301442701,32-40,≤22316,male,other,saturday,urban,3.376-5.8,0
47053,nts202301442702,32-40,≤22316,male,other,sunday,urban,3.376-5.8,0
47054,nts202301442704,32-40,≤22316,male,other,tuesday,urban,3.376-5.8,0
47055,nts202301442801,10-21,≤22316,male,unknown,saturday,urban,≤3.376,0
47056,nts202301442901,61-68,22316-32118,female,retired,friday,suburban,5.8-9.15862,0
47057,nts202301442903,61-68,22316-32118,female,retired,sunday,suburban,5.8-9.15862,0
